interest_rate,debt_to_income,term,loan_amount,verified_income,application_type,grade,balance,paid_total,paid_interest,paid_principal,paid_late_fees
6.07,24.17,36,24000,Source Verified,individual,A,22162.27,2176.48,338.75,1837.73,0
19.03,5.44,36,2800,Source Verified,individual,D,2499.22,508.97,208.19,300.78,0
14.08,9.49,60,32000,Source Verified,individual,C,30491.9,2958.65,1450.55,1508.1,0
10.42,27.7,36,12000,Source Verified,individual,B,10843.53,1544.43,387.96,1156.47,0
9.44,1.45,36,9600,Not Verified,individual,B,8899.33,916.72,216.05,700.67,0
5.31,9.78,36,9600,Source Verified,individual,A,8607.11,1153.41,160.52,992.89,0
7.97,11.81,36,3500,Not Verified,individual,A,3062.3,546.6,108.9,437.7,0
5.32,14.44,36,8000,Not Verified,individual,A,6963.58,1198.69,162.27,1036.42,0
10.91,31.18,36,12000,Verified,individual,B,10557.7,1987.26,544.96,1442.3,0
10.91,38.98,36,32400,Source Verified,individual,B,28505.88,5277.16,1383.04,3894.12,0
19.03,128.61,36,3600,Verified,joint,D,3213.28,652.49,265.77,386.72,0
12.61,14.72,60,15000,Source Verified,individual,C,14452.23,993.91,446.14,547.77,0
13.59,17.58,36,8300,Source Verified,individual,C,7534.99,1153.19,388.18,765.01,0
5.32,20.57,36,25600,Source Verified,individual,A,22283.49,3847.13,530.62,3316.51,0
13.58,22.64,60,20000,Verified,individual,C,19288.09,1368,656.09,711.91,0
16.01,9.92,60,27900,Not Verified,individual,C,26649.66,2689.7,1439.36,1250.34,0
7.35,14.52,36,4000,Not Verified,individual,A,3495.61,619.12,114.73,504.39,0
9.92,18.61,36,1000,Verified,individual,B,927.51,96.14,23.65,72.49,0
9.43,16.82,60,24000,Source Verified,individual,B,23048.67,1497.12,545.79,951.33,0
7.35,13.22,36,40000,Verified,individual,A,35977.23,4949.67,926.9,4022.77,0
9.43,7.84,36,22000,Not Verified,individual,B,20394.07,2100.5,494.57,1605.93,0
9.44,5.65,36,6400,Not Verified,individual,B,5774.69,829.44,204.13,625.31,0
17.09,24.8,36,12000,Source Verified,individual,D,10675.4,2215.96,891.36,1324.6,0
18.06,24.42,36,30000,Verified,individual,D,26733.24,5397.3,2130.54,3266.76,0
21.85,18.08,60,12000,Source Verified,individual,D,11774.14,732.71,506.85,225.86,0
6.72,10.66,36,20000,Not Verified,individual,A,17971.08,2452.49,423.57,2028.92,0
9.43,21.22,36,24000,Source Verified,individual,B,21654.89,2991.99,646.88,2345.11,0
10.42,16.19,60,38400,Verified,individual,B,36412.66,3273.17,1285.83,1987.34,0
15.04,10.15,60,10000,Not Verified,individual,C,9657.41,697.62,355.03,342.59,0
18.06,2.59,36,30000,Source Verified,individual,D,28069.29,3376.84,1446.13,1930.71,0
15.04,12.86,36,9000,Source Verified,individual,C,8394.36,876.35,270.71,605.64,0
13.59,33.84,36,28000,Verified,individual,C,26075.44,2833.09,908.53,1924.56,0
7.35,204.13,60,29000,Verified,joint,A,26968.19,2871.52,839.71,2031.81,0
15.05,3.83,36,5000,Verified,individual,C,4889.26,169.27,58.53,110.74,0
26.77,27.7,60,26000,Verified,individual,E,25574.64,1542.03,1116.67,425.36,0
7.35,7.81,36,25000,Verified,joint,A,21847.54,3859.28,706.82,3152.46,0
11.98,17.98,36,25000,Source Verified,individual,B,22642.85,3287.2,930.05,2357.15,0
13.59,22.57,36,14000,Not Verified,individual,C,12377.87,2383.48,761.35,1622.13,0
11.98,9.14,36,6000,Not Verified,individual,B,5577.82,593.7,171.52,422.18,0
7.35,36.45,36,12000,Not Verified,individual,A,10486.83,1857.35,344.18,1513.17,0
9.92,13.6,36,20000,Not Verified,individual,B,18346.12,2122.78,468.9,1653.88,0
14.08,30.38,36,10000,Not Verified,individual,C,8849.12,1703.03,552.15,1150.88,0
9.93,15.34,60,10000,Source Verified,individual,B,9476.02,843,319.02,523.98,0
17.47,16.66,36,5000,Source Verified,individual,D,1332.5,3828.61,161.11,3667.5,0
9.43,16.55,36,10000,Source Verified,individual,B,9270.01,949.55,219.56,729.99,0
7.97,6.88,36,10000,Not Verified,individual,A,8749.43,1561.72,311.15,1250.57,0
9.43,19.97,60,15000,Not Verified,individual,B,14405.42,927.84,333.26,594.58,0
14.08,24.34,36,17000,Verified,individual,C,15839.82,1778.32,618.14,1160.18,0
7.97,19.95,36,19475,Not Verified,individual,A,17039.55,3041.43,605.98,2435.45,0
14.07,17.23,36,10000,Not Verified,individual,C,9257.72,1076.42,334.14,742.28,0
9.93,80.75,36,8000,Source Verified,joint,B,7223.71,1027.11,250.82,776.29,0
10.42,11.62,36,10000,Not Verified,individual,B,9036.27,1292.81,329.08,963.73,0
25.82,20.16,60,16000,Verified,individual,E,15450.24,1886.45,1336.69,549.76,0
25.82,34.02,60,14000,Source Verified,individual,E,13518.96,1659.92,1178.88,481.04,0
7.35,19.71,36,11300,Not Verified,individual,A,10163.54,1398.31,261.85,1136.46,0
15.05,19.95,60,15000,Source Verified,individual,C,14132.9,1773.71,906.61,867.1,0
7.96,15.53,36,10000,Not Verified,individual,A,9254.54,935.12,189.66,745.46,0
13.58,38.29,36,25000,Verified,individual,C,23281.4,2529.19,810.59,1718.6,0
16.01,35.5,60,15000,Verified,individual,C,14327.76,1432.76,760.52,672.24,0
7.34,34.38,36,19200,Not Verified,individual,A,17756.03,1771.83,327.86,1443.97,0
6.08,9.53,36,14000,Not Verified,individual,A,0,14218.6140542361,218.61,14000,0
12.61,27.92,36,13000,Source Verified,individual,C,12093.6,1288.56,382.16,906.4,0
16.02,25.31,60,28000,Source Verified,individual,C,26745.52,2662.54,1408.06,1254.48,0
11.99,18.57,60,26000,Not Verified,individual,B,24706.99,2278.28,985.27,1293.01,0
6.08,20.05,36,7000,Not Verified,individual,A,236.3,6850.48,86.78,6763.7,0
30.79,23.97,60,25000,Source Verified,individual,G,24253.68,3198.51,2452.19,746.32,0
16.02,30.51,36,20000,Verified,individual,C,17759.27,3498.9,1258.17,2240.73,0
12.61,21.92,60,20000,Source Verified,individual,C,19269.63,1290.2,559.83,730.37,0
12.61,14.24,36,12000,Not Verified,individual,C,11163.33,1197.83,361.16,836.67,0
14.08,6.79,36,8650,Not Verified,individual,C,7654.48,1466.37,470.85,995.52,0
17.09,3.82,36,7500,Not Verified,individual,D,0,528.36,204.21,324.15,0
7.96,14.4,36,21000,Not Verified,individual,A,19434.52,1954.47,388.99,1565.48,0
10.42,4.66,36,12000,Verified,individual,B,10548.1,1934.01,482.11,1451.9,0
7.34,26.04,36,10000,Not Verified,individual,A,9247.93,926.91,174.84,752.07,0
9.92,26.4,60,25000,Not Verified,joint,B,24021.35,1576.82,598.17,978.65,0
6.72,17.67,36,8500,Source Verified,individual,A,7419.11,1303.68,222.79,1080.89,0
10.42,24.06,36,18000,Source Verified,individual,B,16265.29,2316.64,581.93,1734.71,0
6.71,16.39,60,18000,Not Verified,individual,A,17210.45,1086.72,297.17,789.55,0
16.01,17.16,36,9500,Source Verified,individual,C,8869.78,985.22,355,630.22,0
14.08,23.88,36,20000,Not Verified,joint,C,0,20382.1203866051,382.12,20000,0
10.9,8.79,36,10000,Not Verified,individual,B,9285.29,974.7,259.99,714.71,0
5.31,13.5,36,30000,Not Verified,individual,A,27678.08,2709.93,388.01,2321.92,0
17.47,27.72,60,28000,Source Verified,individual,D,27101.03,2081.73,1182.76,898.97,0
9.93,29.58,36,25000,Source Verified,individual,B,22574.16,3195.86,770.02,2425.84,0
9.43,12.95,36,30000,Source Verified,individual,B,27810.09,2887.9,697.99,2189.91,0
14.08,14.66,60,40000,Source Verified,individual,C,36175.89,5991.76,2167.65,3824.11,0
7.97,25.18,36,8000,Verified,individual,A,6999.51,1249.41,248.92,1000.49,0
7.35,8.02,36,12000,Source Verified,individual,A,10334.83,1990.2,325.03,1665.17,0
15.05,18.5,60,12000,Not Verified,individual,C,11306.32,1408.93,715.25,693.68,0
14.07,19.8,36,8000,Source Verified,individual,C,7453.95,814.85,268.8,546.05,0
11.99,13.08,36,10000,Source Verified,individual,B,8815.64,1660.51,476.15,1184.36,0
5.31,9.17,36,6650,Not Verified,individual,A,6307.62,396.56,54.18,342.38,0
5.32,6.36,36,10000,Not Verified,individual,A,8704.48,1499.84,204.32,1295.52,0
11.99,22.86,36,5200,Not Verified,individual,B,4584.15,859.99,244.14,615.85,0
15.04,12.52,60,15525,Source Verified,joint,C,14811.36,1413.83,700.19,713.64,0
6.72,9.8,36,6000,Source Verified,individual,A,5391.31,735.76,127.07,608.69,0
7.97,9.93,36,5000,Source Verified,joint,A,4501.41,622.05,123.46,498.59,0
5.32,18.98,36,3500,Source Verified,individual,A,3138.03,420.61,58.64,361.97,0
22.91,22.66,36,15000,Verified,individual,E,13791.64,2281.62,1073.26,1208.36,0
10.91,16.72,60,21625,Source Verified,individual,B,20519.63,1844.07,738.7,1105.37,0
15.05,33.01,36,11200,Verified,individual,C,10446.44,1156.23,402.67,753.56,0
7.35,14.16,36,40000,Not Verified,individual,A,35977.23,4982.34,959.57,4022.77,0
11.99,3.76,36,10000,Verified,individual,B,8815.65,1653.84,469.49,1184.35,0
9.93,17.74,36,36000,Verified,individual,B,33390.9,3509.45,900.35,2609.1,0
20,19.85,60,17000,Source Verified,individual,D,16314.84,1782.71,1097.55,685.16,0
13.59,11.66,36,9000,Source Verified,individual,C,8170.5,1216.44,386.94,829.5,0
26.77,8.64,60,28000,Verified,individual,E,27305.18,2511.81,1816.99,694.82,0
16.01,35.12,60,15000,Not Verified,individual,C,14499.17,1067.9,567.07,500.83,0
5.31,5.25,36,7000,Not Verified,individual,A,6275.99,841.06,117.05,724.01,0
21.85,10.8,60,20000,Verified,individual,D,19430.21,1603.48,1033.69,569.79,0
11.99,3.04,36,1000,Not Verified,individual,B,881.56,163.05,44.61,118.44,0
6.08,21.62,36,7000,Source Verified,individual,A,6102.23,1063.69,165.92,897.77,0
19.03,34.04,36,5000,Source Verified,individual,D,4462.89,903.58,366.47,537.11,0
7.35,21.52,36,30000,Source Verified,individual,A,26217.04,4692.4,909.44,3782.96,0
7.96,22.14,36,6000,Source Verified,individual,A,5552.72,561.08,113.8,447.28,0
20.39,33.37,36,20000,Source Verified,individual,D,18756.83,2219.12,975.95,1243.17,0
15.05,92.67,60,20000,Verified,joint,C,19080.9,1888.6,969.5,919.1,0
7.96,17.64,36,12000,Not Verified,individual,A,11105.43,1116.85,222.28,894.57,0
5.32,18.42,36,5000,Not Verified,individual,A,4352.5,749.94,102.44,647.5,0
14.08,30.62,36,15000,Not Verified,individual,C,13273.7,2521.73,795.43,1726.3,0
18.45,13.23,36,15000,Verified,individual,D,14365.05,1075.98,441.03,634.95,0
6.72,34.72,36,5000,Source Verified,individual,A,0,5000,0,5000,0
17.09,13.08,60,13000,Not Verified,individual,D,12287.09,1606.26,893.35,712.91,0
10.9,37.46,36,17975,Not Verified,individual,B,17122.43,1164.38,311.81,852.57,0
13.58,27.03,60,28275,Verified,individual,C,27268.32,1933.98,927.3,1006.68,0
14.08,3.85,60,11000,Verified,individual,C,10481.59,1004.13,485.72,518.41,0
6.72,25.73,60,25000,Source Verified,individual,A,23581.18,1957.63,538.81,1418.82,0
9.43,9.2,36,3300,Not Verified,individual,B,3059.08,313.37,72.45,240.92,0
11.99,27.16,60,30000,Source Verified,individual,B,28508.06,2628.79,1136.85,1491.94,0
11.98,9.69,36,7200,Not Verified,individual,B,6521.11,932.37,253.48,678.89,0
10.42,16.02,60,30000,Verified,individual,B,28050.79,3183.42,1234.21,1949.21,0
11.98,7.05,36,25000,Source Verified,individual,B,23240.95,2473.72,714.67,1759.05,0
7.96,27.2,60,20000,Source Verified,individual,A,19453.23,801.46,254.69,546.77,0
9.93,11.22,36,4000,Not Verified,individual,B,0,4035.5942646378,35.59,4000,0
9.43,13.42,36,40000,Source Verified,individual,B,36091.52,5078.13,1169.65,3908.48,0
10.41,17.22,36,40000,Verified,joint,B,36144.54,5038.35,1182.89,3855.46,0
7.34,15.67,36,13000,Source Verified,individual,A,12024.3,1219.86,223.99,975.7,20.17
14.07,18.19,36,15000,Source Verified,individual,C,14321.44,1014.64,336.08,678.56,0
10.42,14.11,60,27000,Not Verified,individual,B,25602.65,2395.23,997.88,1397.35,0
7.97,20.27,36,13000,Source Verified,individual,A,11703.72,1623.04,326.76,1296.28,0
21.45,10.91,60,15000,Verified,individual,D,14266.83,2012.3,1279.13,733.17,0
21.45,1.8,36,3000,Source Verified,individual,D,2753.1,451.3,204.4,246.9,0
26.77,19.66,60,21600,Verified,individual,E,21064,1937.68,1401.68,536,0
20.39,27.48,60,35000,Verified,individual,D,33961.99,2765.05,1727.04,1038.01,0
10.42,24.28,36,2500,Not Verified,individual,B,2259.04,323.23,82.27,240.96,0
17.47,12.36,36,4000,Source Verified,individual,D,3828.12,279.34,107.46,171.88,0
7.34,21.53,60,10000,Not Verified,individual,A,9441.04,794.44,235.48,558.96,0
7.35,14.08,36,6400,Verified,joint,A,5918.74,590.69,109.43,481.26,0
17.09,9.84,36,6900,Source Verified,individual,D,6138.35,1218.5,456.85,761.65,0
13.59,38.49,36,6000,Source Verified,individual,C,5304.78,1010.34,315.12,695.22,0
6.07,1.98,36,3000,Not Verified,individual,A,2770.26,273.1,43.36,229.74,0
9.93,55.61,36,10000,Verified,joint,B,9029.64,1283.88,313.52,970.36,0
9.44,11.06,36,12000,Not Verified,individual,B,10827.62,1529.95,357.57,1172.38,0
11.99,39.03,36,16000,Not Verified,joint,B,14874.34,1615.4,489.74,1125.66,0
25.82,29.17,60,30000,Not Verified,individual,E,28697.54,4389.03,3086.57,1302.46,0
19.03,27.43,60,10800,Source Verified,joint,D,10353.23,1132.78,686.01,446.77,0
10.41,12.13,36,12000,Verified,individual,B,11136.26,1179,315.26,863.74,0
12.61,7.06,36,6000,Source Verified,individual,C,5581.66,598.92,180.58,418.34,0
6.71,2.96,36,6500,Not Verified,individual,A,6006.74,597.13,103.87,493.26,0
10.42,5.78,36,6000,Not Verified,individual,B,5274.05,965.27,239.32,725.95,0
18.06,32.86,36,7500,Verified,individual,D,6851.56,1070.43,421.99,648.44,0
6.08,10.6,36,10000,Source Verified,individual,A,8976.56,1214.98,191.54,1023.44,0
7.97,11.2,36,27500,Source Verified,individual,A,24757.94,3433.3,691.24,2742.06,0
24.85,44.35,60,25875,Source Verified,joint,E,24961.62,3082.39,2169.01,913.38,0
15.04,16.11,36,6000,Source Verified,individual,C,4879.78,1319.32,199.1,1120.22,0
21.45,10.15,60,40000,Not Verified,joint,D,38044.89,5413.78,3458.67,1955.11,0
17.09,23.35,36,2500,Not Verified,individual,D,2224.02,441.5,165.52,275.98,0
20,4.87,36,7000,Source Verified,individual,D,6430.33,1040.09,440.42,569.67,30
9.44,8.25,36,8000,Not Verified,individual,B,7218.41,1017.87,236.28,781.59,0
15.04,16.49,60,12000,Not Verified,individual,C,11588.87,837.17,426.04,411.13,0
20.39,16.05,60,15000,Source Verified,individual,D,14705.91,767.38,473.29,294.09,0
7.97,5.83,36,4000,Not Verified,individual,A,3499.73,622.07,121.8,500.27,0
11.98,21.5,36,6500,Source Verified,individual,B,6042.62,638.87,181.49,457.38,0
6.07,2.58,36,40000,Verified,individual,A,37963.23,2409.32,372.55,2036.77,0
21.45,41.51,60,32000,Verified,joint,D,30759.92,3399.99,2159.91,1240.08,0
9.44,11.83,36,10000,Not Verified,individual,B,9270.14,954.91,225.05,729.86,0
9.43,5.03,36,15000,Source Verified,individual,B,13905.04,1432.17,337.21,1094.96,0
21.85,10.67,60,12000,Source Verified,individual,D,11539.98,1307.07,847.05,460.02,0
11.99,7.52,60,24000,Source Verified,individual,B,22806.46,2119.01,925.47,1193.54,0
10.42,17.25,60,15000,Not Verified,individual,B,14223.91,1269.91,493.82,776.09,0
13.59,37.73,36,15000,Source Verified,individual,C,13968.96,1585.7,554.66,1031.04,0
7.35,16.12,36,10000,Source Verified,individual,A,8996.09,1237.44,233.53,1003.91,0
6.71,10.8,36,8000,Verified,individual,A,7596.42,488.94,85.36,403.58,0
9.44,17.75,36,6300,Not Verified,individual,B,5684.46,803.26,187.72,615.54,0
6.72,18.85,36,4500,Verified,individual,A,4043.46,551.84,95.3,456.54,0
7.97,26.03,36,30000,Source Verified,individual,A,0,30007.6345833334,7.63,30000,0
15.05,28.5,60,12000,Source Verified,individual,C,11448.53,1123.13,571.66,551.47,0
6.72,14.8,36,16000,Source Verified,individual,A,14376.87,1961.99,338.86,1623.13,0
5.32,6.78,36,24000,Not Verified,individual,A,20890.75,3606.71,497.46,3109.25,0
17.47,13.53,36,15000,Not Verified,individual,D,13692.04,2138.68,830.72,1307.96,0
15.05,16.83,36,15000,Source Verified,individual,C,13296.68,2589.21,885.89,1703.32,0
10.91,16.05,36,14000,Not Verified,individual,B,11837.49,2744.06,581.55,2162.51,0
21.45,19.15,60,35000,Verified,individual,D,33643.67,3781.29,2424.96,1356.33,0
5.32,10.78,36,12000,Not Verified,individual,A,9353.05,2882.17,235.22,2646.95,0
12.62,8.93,36,35000,Source Verified,individual,C,31729.59,4667.06,1396.65,3270.41,0
12.61,12.37,36,10000,Not Verified,individual,C,9537.61,656.13,193.74,462.39,0
10.91,3.85,36,5000,Source Verified,individual,B,4399.27,811.39,210.66,600.73,0
5.32,12.5,36,36500,Source Verified,individual,A,32725.5,4456.09,681.59,3774.5,0
7.96,1.64,36,4800,Source Verified,individual,A,4440.25,448.75,89,359.75,0
11.99,469.09,36,25000,Not Verified,joint,B,22643.18,3287.65,930.83,2356.82,0
6.08,23.15,36,20000,Source Verified,joint,A,17953.16,2429.92,383.08,2046.84,0
13.58,18.65,36,2400,Verified,individual,C,2235.01,242.81,77.82,164.99,0
7.35,23.46,36,6000,Not Verified,individual,A,5396.56,740.02,136.58,603.44,0
7.97,14.96,36,20000,Not Verified,individual,A,17498.86,3123.44,622.3,2501.14,0
10.42,12.23,36,24000,Source Verified,individual,B,21687.05,3102.75,789.8,2312.95,0
6.71,13.96,36,15000,Source Verified,individual,A,13861.74,1372.36,234.1,1138.26,0
5.31,10.4,36,20000,Not Verified,individual,A,18452.04,1800.73,252.77,1547.96,0
12.61,8.29,36,11000,Not Verified,individual,C,0,11320.0369327877,320.04,11000,0
25.82,25.76,36,7500,Not Verified,individual,E,6768.73,1496.59,765.32,731.27,0
18.06,37.87,36,14800,Source Verified,individual,D,13188.36,2647.85,1036.21,1611.64,0
9.44,12.31,36,20000,Source Verified,individual,B,17547.89,3190.01,737.9,2452.11,0
19.03,21.29,36,10000,Not Verified,individual,D,8734.68,2002.46,737.14,1265.32,0
5.32,20.76,36,22000,Not Verified,individual,A,19150.7,3306.15,456.85,2849.3,0
11.99,0.88,36,10000,Source Verified,individual,B,9057.25,1321.74,378.99,942.75,0
7.96,20.44,36,13000,Not Verified,individual,A,12030.87,1198.43,229.3,969.13,0
18.45,32.67,36,32000,Source Verified,joint,D,29952.48,3426.76,1379.24,2047.52,0
28.72,75.45,60,32000,Verified,joint,F,31249.01,2928.78,2177.79,750.99,0
9.92,26.11,60,20000,Not Verified,individual,B,19217.08,1261.46,478.54,782.92,0
7.96,10.83,36,2050,Source Verified,joint,A,1811.88,262.51,24.39,238.12,0
13.58,15.81,36,12000,Not Verified,individual,C,10893.83,1562.87,456.7,1106.17,0
7.34,28.19,36,12000,Source Verified,individual,A,11097.5,1112.31,209.81,902.5,0
9.43,18.5,36,12000,Source Verified,individual,B,11124.02,1139.46,263.48,875.98,0
15.05,18.73,36,5400,Verified,individual,C,4912.5,744.8,257.3,487.5,0
11.98,5.78,36,6000,Not Verified,individual,B,5577.82,593.7,171.52,422.18,0
13.59,29.4,36,7400,Verified,individual,C,6542.57,1251.66,394.23,857.43,0
14.08,22.67,36,8000,Verified,individual,C,7267.74,1082.44,350.18,732.26,0
14.07,21.34,60,12000,Source Verified,individual,C,11578.21,829.6,407.81,421.79,0
16.01,16.65,36,10000,Not Verified,individual,C,9336.62,1037.07,373.69,663.38,0
9.43,83.4,36,40000,Verified,joint,B,37080.14,3798.12,878.26,2919.86,0
9.93,14.31,36,9500,Not Verified,individual,B,8342.92,1525.91,368.83,1157.08,0
12.61,14.22,60,15000,Source Verified,individual,C,14452.23,1004.42,456.65,547.77,0
14.08,29.67,60,14000,Source Verified,individual,C,13340.21,1294.41,634.62,659.79,0
16.02,24.71,60,10000,Verified,individual,C,9551.96,990.67,542.63,448.04,0
19.03,17.59,60,35000,Verified,individual,D,33175.76,4449.99,2625.75,1824.24,0
9.93,30.97,60,11500,Source Verified,joint,B,10881.94,978.11,360.05,618.06,0
7.96,16.27,36,21975,Not Verified,joint,A,20886.5,1357,268.5,1088.5,0
10.91,4.57,36,12000,Source Verified,individual,B,10557.71,1998.17,555.88,1442.29,0
18.06,19.45,60,23000,Source Verified,individual,D,21770.29,2900.92,1671.21,1229.71,0
5.31,14.49,36,10000,Not Verified,individual,A,6885.28,3238.38,123.66,3114.72,0
11.98,13.23,60,40000,Verified,individual,B,38515.13,2614.9,1130.03,1484.87,0
21.85,32.77,36,20000,Verified,individual,D,18783.84,2116.84,900.68,1216.16,0
7.35,25.01,36,10000,Verified,individual,A,8739,1547.82,286.82,1261,0
9.93,11.39,60,40000,Source Verified,joint,B,37369.27,4220.48,1589.75,2630.73,0
6.08,20.28,36,15000,Not Verified,individual,A,13464.86,1817.39,282.25,1535.14,0
16.01,17.78,36,8000,Verified,individual,C,7469.28,836.78,306.06,530.72,0
10.9,4.4,36,6025,Source Verified,individual,B,5882.76,189.67,47.43,142.24,0
7.35,3.92,36,30000,Source Verified,individual,A,26982.9,3724.52,707.42,3017.1,0
9.93,27.4,60,20000,Source Verified,joint,B,18684.61,2110.27,794.88,1315.39,0
6.72,16.53,36,35000,Verified,individual,A,31449.39,4291.85,741.24,3550.61,0
9.92,11.08,36,12000,Not Verified,individual,B,11130.17,1163.59,293.76,869.83,0
21.45,18.36,60,15000,Verified,individual,D,14419.49,1567.96,987.45,580.51,0
21.85,10.72,60,13000,Source Verified,individual,D,0,13086.7936111114,86.79,13000,0
20,21.34,36,20000,Verified,individual,D,17880.79,3694.18,1574.97,2119.21,0
10.9,25.76,36,1600,Source Verified,individual,B,1485.81,155.96,41.77,114.19,0
13.58,21.93,36,6000,Not Verified,individual,C,5446.9,806.35,253.25,553.1,0
21.85,5.36,60,30000,Source Verified,individual,D,29145.31,2405.23,1550.54,854.69,0
10.9,28.28,36,15000,Not Verified,individual,B,13927.93,1452.97,380.9,1072.07,0
10.42,6.84,36,3000,Source Verified,individual,B,2637,485.26,122.26,363,0
